"Ato të dyja nuk deshën të hynin në këtë qetësi. Dy të tjerë seç bisedonin.","toskë"
"-Ore, të mbushet koka ty, ne jemi njerëz të shekullit njëzet, shekullit atomik,","toskë"
"pushtojmë hënën, rrëzojmë yjet, ne duhet ta shtypim moralin e vjetër.","toskë"
"Kta mâ t’ parët jânë n’ fushë t’ mejdanit, Kta mâ të rrebët janë n’ballë t’dushmanit","gegë"
"Sa ia kishte turbulluar","toskë"
"përfytyrimin këto net kjo studente e ardhur nga vise të largëta, për të cilat digjej zemra e tij.","toskë"
"Ata menjëherë zbuluan te njëri-tjetri patosin që i bashkonte","gegë"
"E as tu' e lanë, jo, dritë me pà: Kurr të keqen pa ia dà","toskë"
"Ajo se si i dukej sonte, e rritur, serioze dhe e menduar.","toskë"
"Edhe ta vështronte, tani ajo nuk do t'i hiqte më sytë, veç ta shikonte.","toskë"
"Megjithatë, asaj nuk i interesonte kjo punë.","toskë"
"Atë mbrëmje kjo u bë shkak për grindje familjare.","toskë"
"nuk deshi t'u lëshonte udhë prindërve në asnjë mënyrë.","toskë"
"Mundohej të flinte, por s'mundte. I dukej sikur në tru i shtypej një turmë mendimesh.","gegë"
"që përpiqeshin të dilnin si nga një portë e ngushtë,","gegë"
"tue e shndërrue në barut e Shqypninë, tue e bâ xhebehane, duel në veti","gegë"
"Ju qi n’vorre t’vetmueme keq flêni e nuk pushoni","gegë"
"O Zot, sa shumë mendime, dhe sa të palidhura dhe ç'budallallëqe!","toskë"
"Ca fiksime pa kuptim i nguleshin si gozhdë dhe s'i shqiteshin.","toskë"
"Ndonjë gjysmë vargu dy nota të një melodie, fraza pa lidhje.","gegë"
"Fëtyra e tij porsi duhia,Syni i tij, tanë zjarm e shkëndija","gegë"
"Ai e kalonte rrëshqitazi këtë mendim në tru, dhe e dëbonte i turbulluar.","toskë"
"Asnjë nga studentët e Universitetit nuk do të kishte punuar kurrë me kaq ndërgjegje.
","toskë"
"Nuk e kuptoj qëndrimin tuaj, unë s'ju kam bërë asgjë të keqe","toskë"
"apo ndoshta ju kam ofenduar pa dashur? Përgjigjuni së paku.","gegë"
" Ishte hera e parë sonte që do të dëfrente pak në mbrëmje.","toskë"
"e shikonte me një vështrim të çiltër, sikur i përmendte çdo minutë","toskë"
"e di, or mik vëllai ç'ke pësuar, kot ma mban atë kravatë të lidhur bukur e ata sy m'i përdredh aq rreptë, unë t'i di sekretet,","toskë"
"-Të di përse jam fajtor, në qoftë se jam.","toskë"
"plot vrumulisje n’eshtna rrini tue bluem idhnimin","gegë"
"U rrzuet tue rrokun armën dhe rrzue me jue fisi","gegë"
"S'dua të përsëritet një gabim, një çast dobësie.","toskë"
"Dhe ju lutem, mos më thirrni më për të vallëzuar.","toskë"
"Dreqi ta marrë, asgjë s'kuptoj, tha me vete dhe u shti në turmë të kërkonte","toskë"
"Po a s'ta mbushë synin Shqipnia,Me ato male të madhnueshme","toskë"
"Më në fund, pas tri ditë grindjesh, ku u përpoqën si në duel filozofira,
botëkuptime, perceptime të botës, moralë të vjetër e të rinj,","toskë"
"Tri dit rresht edh' e àsht mendue;Mbasandej ai fjalë ka çue","gegë"
"Mos me mujtë m'e shkapërcye,Për pa là 'i dukat për krye","gegë"
"Erdhi, më në fund, ajo mbasdite e dëshiruar, kur u mblodhën në dhomën e Gjonit për të biseduar konkretisht për punën do të bënin.","toskë"
"Se s’donin të kuptonin ç’bëhej këtu brenda","toskë"
"Për me pështue do rob e gjà,Pse edhe buka asht tue na lànë","gegë"
"Mbrendë tue vjedhë e tue plaçkitë,Tue grabitë e tue robitë","gegë"
"Krijojmë një dokument, ku të vërtetohet teza e kryetarit të Akademisë së Shkencave,se toskërishtja është shkruar përpara gegërishtes.","toskë"
"Me këtë rast dokumenti do të ketë vlerë më të madhe, sepse pohon tezën e kryetari","toskë"
"dhe jeta na mëson që me të mëdhenjtë duhet ta kemi gjithmonë mirë.","gegë"
"-Më mirë ta bëjmë vetë. Ç'na duhet të fusim hundët tek të tjerët. Po sikur të gjendet pastaj letra e murgut?","toskë"
"E dyta, duhej rindërtuar me kujdes gjuha e vjetër e tekstit në bazë të lidhjeve të gramatikës","toskë"
"Kjo është mënyra e vetme e mundshme që,një ditë, t’i eliminojmë gjithë ndasitë në","toskë"
"U ngrita menjehere me kembe, a thua se me kishte pershkuar rrufeja.","toskë"
"Të tyret zjarre ndrisnin dhe qeshnin që përtej.","toskë"
"Se s’donin të kuptonin ç’bëhej këtu brenda","gegë"
"veshë emathë e m’armë shterngue – thue se krushq po duen me shkue","gegë"
"Se s’bëhej ndryshe, dot, se s’bëhej ndryshe, eh,","toskë"
"Të frikshme pamje ndritnin e dridheshin përqark","toskë"
"Të tjerë majë kodrash ku dielli kishte rënë","toskë"
"Qysh se s' léka mbrendë nji djalë,N' at Vranine mue sod me m' dalë","gegë"
"Por mue djalë nuk m' ká qillue;E n' Shqypní nji djalë drangue","gegë"
"Ndaj si shtegtari murg, që shkarpat mblesh në terr,","toskë"
"Unë hidhja n’atë zjarr gjymtyrët pa pushim.","toskë"
"Të pa fund, janë lanë mʼnjanʼ ânë E askush nʼgojë ma sʼdon me i xânë","gegë"
"E qi sod në Shqiptarí Besa ka nji tʼmadhe zí","gegë"
"Me ketë kangë, e se mâ gjásë Sod për mue do tʼkishte pásë","gegë"
"domethënë shkrimi i tekstit me ngjyrë speciale dhe një nga punët më të vështira.","toskë"
"Ditën që do ta vrisnin, e ëma, kur e pa të veshur në të bardha,pandehu se mos kishte ngatërruar datën.","toskë"
"Kishte parë ëndërr sikur ecte nëpër një pyllishte me fiq të mëdhenj,","toskë"
"Vdekja e të atit e kishte detyruar të linte studimet në vitin e fundit","toskë"
"Gjer më atëherë asnjeri nuk e pat ditur se kush ishte.","toskë"
"E shkuara e tij njihej vetëm duke filluar prej asaj mbrëmjeje kur pat zbritur nga anija i veshursi artist,","toskë"
"Por i urti kurr nuk ngutet,Prej burrnís e jo prej tutet","gegë"
"T'bâj qi t' kjajë e zeza nânë!T' bâj qi t'kjajë pa exhel tý nâna.","gegë"
"Gjëja e vetme që la të paprekur në sallon ishte shkalla spirale","toskë"
"Nga të parët s'ta mbushnin syrin, porse qenë burra me plot kuptimin e fjalës,","toskë"
"Një jetë e tërë s'do të mjaftojë për ta rrëfyer.","toskë"
"Dukej sikur qe lidhur nëpërmjet fijesh të fshehta me banorët e tjerë të fshatit,","toskë"
"Asnjëherë nuk u mor vesh mirë se si u njohën.","toskë"
"pat mbyllur sytë.","toskë"
"Por ajo pamje e përhumbur që kishte, si
dhe varfëria shpirtërore vinin duke u shtuar me kalimin e viteve.","toskë"
"Faleminderit për të gjitha, nënë,","toskë"
"Me na shá, n' shpotë me na vû. Njana tjeters t' i u levdue","gegë"
"Ajo pati kohë vetëm sa për të shqiptuar emrin.","toskë"
"Të dy qenë krejt të këputur e
të dërrmuar nga ai veprim barbar që u quakësh vrasje.","toskë"
"I njihte aq mirë sa qe në gjendje edhe t'i dallonte nga njëri-tjetri,","toskë"
"E dija ç'kishin ndër mend tëbënin,","toskë"
"qenë habitur aq shumë kur kishin dëgjuar përgjigjen e tij,","toskë"
"Nji pash brynat hânë ngerthye","gegë"
"Pastaj u kish dhënë të gjithëve një bekim episkopal,","toskë"
"shkonte për në port veshur me petkat e meshës,","toskë"
"nuk mund të ulte hundën e të pyeste ndokënd se nga duhej filluar.","toskë"
"Urdhri u zbatua menjëherë dhe shtëpia u krodh sërish në heshtje.","toskë"
"Gjer më atëherë askush nuk qe shqetësuar për gjendjen e trupit.","toskë"
"Bishtin héll mbi shpinë shtangue","gegë"
"Fytyra kishte mbetur e paprekur, me atë shprehje që kishte","toskë"
"Nga plagët e shumta, shtatë kishin qenë vdekjeprurëse.","toskë"
"njëri në hapësirën e dytë midis brinjëve të djathta, që kish arritur deri nëmushkëri,","toskë"
"dhe tjetri shumë pranë sqetullës së majtë.","toskë"
"duke vërejtur se vdekja qe shkaktuar nga një humbje e madhe gjaku","toskë"
"E ia shijnë paret përdhuni, Si nʼShqipni qi hecë kanuni","gegë"
"Asht bâ sod “aksidentale”.... Desha tʼthom “oksidentale”","gegë"
"U soll me mua si ngaherë, si me një kushëri të largët dhe iu gjegj","toskë"
"Le të largohemi nga ky nivel tepër i ulët","toskë"
"Mirë zotni, veç se po drue Se endè dita nuk ka ague","gegë"
"Na sʼpo kemi bukë me ngrânë, Jo me ngrefë Muzej nʼTiranë","gegë"
"Qeverija ktu asht dishmue: Sʼka prá ndryshej nʼshkollë me msue","gegë"
"Kështu ti vendos që shprehinë e re ta bësh para apo pas shprehisë aktuale.","toskë"
"Ajo çfarë më pëlqeu shumë është shumëllojshmëria e historive të njerëzve të ndryshëm në botë","toskë"
"Arritja e një qëllimi përbën vetëm një ndryshim të momentit.","toskë"
"Sjellia e saj qe e dyshimtë për faktin se nuk u duk aspak e habitur,","toskë"
"Ndaj që të mbahej gjallë ky zjarrth n’atë rrebesh","toskë"
"Diçka përherë kërkonte, kërkonte vazhdimisht.","toskë"
"Per me hikë e per me pshtue","gegë"
"E ti tash vjen ktû e na thue : Se n’ Shqypni nji djalë drangue","gegë"
"Dikush me ligësi e me padije dikush.","toskë"
"A zverdhe fusha, e nder grunore","toskë"
"Po velojne korrcat porsi zogj;","gegë"
"Kendojne katundcat me malcore","gegë"
"Pa u kujtue si dielli i dogj","gegë"
"Vec n'at are, porsi nji e tretun","gegë"
"Me nji rubë rreth ballit ardhë Qi mje m' vetlla m' i ká rá","gegë"
"Tjetra here tri vet e treta","toskë"
"Korrshe o bij me motra n'shend","gegë"
"Si vjet vetun tiu korr t'gjeta","gegë"
"Pa nji moter, pa gazmend","gegë"
"Per me u pà,me u njoftë me jue;Se zâ t'madh per jue kem'ndie","gegë"
"M' kâmbë ushtrija atbotë u çue","gegë"
"Ti po vjen që prej së largu magji-plotë e dal-ngadal.","toskë"
"Ti po vjen që prej së largu dyke shkitur mbi lendina.","toskë"
"Nënë thëmbërzat e tua përgëzohet trendelina,","toskë"
"Shtrihet luleja mitare e zembakut qe t’ u fal.","toskë"
"Ndaj që të mbahej gjallë ky zjarrth n’atë rrebesh","toskë"
"Diçka përherë kërkonte, kërkonte vazhdimisht.","toskë"
"Nji epopé ka shkrue tash sʼvonit, Nji epopé me kaq do krypë,","gegë"
"Prandej mue nuk mʼjitte tjetër, Veç me kndue ndoʼi fatos tʼvjetër","gegë"
"I lodhur nganjëherë kam thënë: shuhu pra,","toskë"
"Në qoftë se nuk të duan, të bjerë natë e pafund.","toskë"
"E si shkon me hap te matur, më pushton një dhëmshuri:","toskë"
"Do të tretem të kullohem në kalim të këmbes s’ ate,","toskë"
"T’ i pushtoi i llaftaruar ato hapëza mëkate","toskë"
"Ndaj kalon mbi tufë lulesh madhërisht si yll i ri.","toskë"
"Në natën plot acar një zjarr desha të ndez","toskë"
"Por, nata ish e ftohtë, ah, ç’tmerr i zi që ish,","toskë"
"Me nji rubë rreth ballit ardhë Qi mje m' vetlla m' i ká rá","gegë"
"Jetonte me nënën e saj, një","toskë"
"vejushë fisnike, po jo e pasur, që nuk kish fëmijë të tjerë. Kujtdo që i","toskë"
"dilte përpara, Valeria u ngjallte një ndjenjën të papritur habie dhe një","toskë"
"respekt sa të dashur, po aq të befasishëm: aq e thjeshtë ishte pamja e saj,","toskë"
"aq pak e njihte ajo vetë gjithë forcën e hireve të saj.","toskë"
"Dhe të qaj me mall të rëndë poshtë teje pa pushim,","toskë"
"Poshtë fillit të poleskës ku do shkeli kamba jote.","gegë"
"Të të shtroj nga dhëmbja ime një cudi prej pikash lote,","toskë"
"Një pluhurë të përvajshme vetëm dhëmbj’ e dëshirim.","toskë"
"Po çudi asht puna e këtyne bolshevikëve sa njerës t’egjër ishin","gegë"
"Në terrin absolut pa shqetësim kurrkund.","gegë"
"po pse me më thanë ai mue se s’kena bukë me hangër","gegë"
"Grumbullohet ne pellgje te vegjel","toskë"
"Kullon pastaj neper furçen tende te dridhshme.","toskë"
"Duke ikur plot alarm nga mbremja qe i ndjek","toskë"
"Qi per mbret e troje t’ veta Nuk i dhimbet gjâja as jeta","gegë"
"Të verbtit sytë tuaj kështu ndoshta do t’jenë","toskë"
"Disa të tjerëve,","toskë"
"ç’është e vërteta, u dukej e zbehtë; shikimi i syve, pothuajse gjithmonë i","toskë"
"drejtuar poshtë, shprehte njëfarë ndrojtjeje, madje edhe frikë; buzët i","toskë"
"qeshnin rrallë – edhe kjo lehtësisht; zërin zor se ia kish dëgjuar njeri.","toskë"
"Mbas disa javësh, falë emrit","toskë"
"të mirë që kishin, vërtet, mundën të futeshin në shtëpinë e vejushës, ku","toskë"
"ishte vështirë të hyje; ajo i lejoi ta vizitonin. Që prej asaj kohe, gati për","toskë"
"ditë mund ta shikonin Valerian e të bisedonin me të dhe çdo ditë e më","toskë"
"shumë zjarri i ndezur në zemrat e dy të rinjve bëhej gjithnjë e më","toskë"
"përvëlues;","toskë"
"Po prapë diçka më shtynte të ngrihem si somnambul,","toskë"
"Pse edhé t' mirë po e kisht' bâ nana","gegë"
"Thellë në veten teme flejnë kangët e pakëndueme","gegë"
"të cilat ende vuejtja as gëzimi s'i nxori,","gegë"
"të cilat flejnë e presin një ditë ma të lumnueme","gegë"
"me shpërthye, m'u këndue pa frigë e pa zori.","gegë"
"Pse edhé t' mirë po e kisht' bâ nana","gegë"
"Nëpër hekra të kryqzuem të dritores seme","gegë"
"shof qiellën të coptueme në katërdhetë copë","gegë"
"edhe shof diellin sa një pare serme","gegë"
"- aq larg asht qielli nga e emja gropë.","gegë"
"Asaj iu bë sikur po hynte në një dhomë të gjerë me tavan të","toskë"
"ulët... Një dhomë të tillë nuk e kish parë në jetën e saj. Të gjitha muret","toskë"
"ishin veshur me pllakëza të ndritshme, të kaltra, të zbukuruara si me fije","toskë"
"‘bari’ të florinjta.","toskë"
"Tavani dhe shtyllat ishin të tejdukshme... një dritë e","toskë"
"trëndafiltë e zbehtë futej në të gjithë dhomën, duke ndriçuar mistershëm","toskë"
"dhe njësoj gjithë sendet; nënkresat me fije ari ishin vënë mbi një qilim","toskë"
"të ngushtë, të hapur në mes të dyshemesë së lëmuar si pasqyrë.","toskë"
"E kqyrshe sqelen qe Sirakuzani","gegë"
"ndertoi, e n’drite t’venitura ti njifshe","gegë"
"fytyren tande me stoli t’nji mbreti.","gegë"
"Jo koritë kjo sod per s' dekuni","gegë"
"E gjithë kjo është e çuditshme! Shumë e","toskë"
"pakuptueshme! Fabio shkoi në dhomë te eshoqja; ajo ishte shtrirë në","toskë"
"shtrat e veshur, por nuk flinte. Kur dëgjoi hapat e tij, u drodh, pastaj,","toskë"
"kur e pa atë, u gëzua njësoj si në kopsht.","toskë"
"Kur Luli hyn n'oborr të shkollës, buza i qeshet nga pak, por askuj, asnji fjalë s'i thotë.","gegë"
"Nji kto gjuhë që jam tue ndie,","gegë"
"jan' të bukra me themel","gegë"
"por prap' kjo, si diell pa hije,","toskë"
"për mue t'tanave iu del.","gegë"
"Tatë e nanë tue u kalbë në vorr ! Qi i kan lanun plang e shpi,","gegë"
"Valeria fjeti menjëherë, por Fabion nuk e zinte gjumi. Në","toskë"
"qetësinë e natës i shfaqej më e gjallë çdo gjë që kish parë, gjithçka që","toskë"
"kish ndier. Ai, edhe më me këmbëngulje pyeste veten, pa e gjetur, si më","toskë"
"parë, përgjigjen. A është e sigurt që Mucio është bërë magjistar dhe mos","toskë"
"vallë e ka helmuar Valerian?","toskë"
"Ajo është e sëmurë... po çfarë sëmundje","toskë"
"ka? Ndërkohë që ai, me kokën të mbështetur te dora dhe duke e mbajtur","toskë"
"më me forcë frymëmarrjen, iu dha mendimeve të pakëndshme, hëna","toskë"
"doli përsëri në qiellin pa re dhe, bashkë me rrezet e saj,","toskë"
"Jam shkëputur e kam ikur shumë herë","toskë"
"Nga vendi im për në vende të largët,","toskë"
"Për një mot, për shumë vjet, përgjithënjë…","toskë"
"Po, me i prekun kryet më trá Qi ajo e don si sýt e ballit:","gegë"
"Drejt tij, në rrugicën e kopshtit, të mbuluar nga drita plot","toskë"
"shkëlqim e rrezeve të hënës, po ecën, edhe ai si somnambul, po ashtu","toskë"
"me duar të shtrira para dhe me sy të hapura, pa jetë, - po ecën Mucio...","toskë"
"Fabio i afrohet me të shpejtë, por ai, pa e vënë re, ecën duke hedhur","toskë"
"këmbët shtruar hap pas hapi dhe fytyra e tij e palëvizshme i qesh në","toskë"
"dritën e hënës, si e maleizianit.",""
"T' t' et, per t' pasun vllán per s' ngiatit, Qi m' i u bâ kjo nanë e moter.","gegë"
"Në libër s’kam shënuar fusnota duke dashur që  të bëhet","toskë"
" sa më i lehtë e të mos ndërpritet, por të jetë i vazhdueshëm.","toskë"
"Se malli i madh më digjte","toskë"
"Më hiqte në plëngun tim","toskë"
"Te varret e gjyshërgjyshërve.","toskë"
"Shef se anmiku âshtteper i madh, por s’frigohet","gegë"
"Fryu një fllad i lehtë, si një puhizë e hollë, erëmirë. Ja, po","toskë"
"dëgjohet një pëshpëritje e mërzitshme, e zjarrtë... dhe në këtë çast vuri","toskë"
"re se Valeria po lëvizte pakëz. Ai u trondit. Shikon: ajo ngrihet pak,","toskë"
"lëshon në fillim njërën këmbë nga shtrati, pastaj edhe tjetrën – dhe, si","toskë"
"somnambul me sytë pa jetë të ngulura para vetes e duar të shtrira,","toskë"
"drejtohet nga dera e kopshtit!","toskë"
"E kuvendte me nanë-locen","gegë"
"si përgjumshëm, ndonji fjalë,","gegë"
"derisa bri votrës gocën","gegë"
"e muer gjumi dalkadalë.","gegë"
"Ma Zor Mblidhen Dy Shqiptar","gegë"
"Atjè n' bjeshkë per punë t'hoqunit Me dý plume kje varrue:","gegë"
"Herë n'at' gjumë tue qeshun dukej,","gegë"
"si m'u falë herë dorën çote;","gegë"
"herë përmallshem n'veti strukej","gegë"
"e n'fëtyrë gjaku t'tan' i vëlote.","gegë"
"Zgjohet sërish, me atë emër të tmerrshëm,","toskë"
"Që një mijë vite rreh ta heqë më kot.","toskë"
"Vërtetin gjethet dantealigershëm","toskë"
"Se rri n' shtroje tue lingue, Pa mujtë kurr me u çue m' kambë t' veta","gegë"
"Endrro. Njeri, sot ma Shum se kurr","gegë"
"Vepro. E Len prova tprekshme","gegë"
"Fol. E tnihet zani deri nskaje","gegë"
"Jeto. At jet tanen, Jo tjervet","gegë"
"Si murgu shkretimtar që shkarpat verbtaz mbledh","toskë"
"Me i pshtuem vllau e erzi i sajë, Po ishin veç njato pak drrasa","gegë"
"Mos shko shumë larg, vetëm përkujto kur nëna rrit një fëmij","toskë"
" ajo e ushqen, e veshmbath, i jep edukatë dhe e mëson","toskë"
"Dhe sipër zjarrit prap’ të hedh gjymtyrët akull","toskë"
"e kalon pa gjumë që të flërë fëmija, rri vetë e uritur që të ngopë","toskë"
"fëmijën, lodhet që ai të pushojë, e kur ky fëmijë rritet e bëhet i","toskë"
"Dhe sipër zjarrit prap’ të hedh gjymtyrët akull","toskë"
"fortë, ia kthen shpinën nënës, harron lodhjet e saja, shkel mundin dhe mohon kujdesin e saj.","toskë"
"Përballë tyre, zyrtarë të pashpirt,","toskë"
"Në varg veturash rendin, s’dihet ku.","toskë"
"E çelikt t' a ket zêmren, Edhè plum t' a kete thêmren","gegë"
"Dhe copërat një nga një të shpirtit tim të hedh.","toskë"
"Un me u gjetun në Shqypni","gegë"
"Njerëzit e tillë në raste fatkeqësish i sheh më të dobët dhe gati","toskë"
" të dorëzuar e të thyer, se për ta çdogjë mbaron këtu","toskë"
"Ndaj nuk dëshirojnë që dikush","toskë"
"mendimi i të shkruarit më dha qetësi","toskë"
"tjetër t’ua ndotë ujin e pastër të kënaqësisë dhe lumturisë","toskë"
"t’ua prishë gëzimin e harenë.","toskë"
"Kësaj nate me hënë të vjeshtës","toskë"
"Dola fushës të bredh kuturu","toskë"
"Por as teper keq, me thânë... Veç sa mos me mbetë pa ngrânë.","gegë"
"Të përdorja gjithë mekanizmin e trurit tim për ta zhvlerë-suar.","toskë"
"Çdo njeri ka mundësi ","toskë"
"ta kryejë punën e tij për një ditë, sado e rëndë që të jetë, dhe secili ka mundësi të jetojë i lumtur deri sa të perëndojë dielli, ky është","toskë"
"kuptimi i fjalës jetë.","toskë"
"E verbër si të tjerat ngjan kjo ditë","toskë"
"Ngaqë askush s’beson askënd, askund.","toskë"
"Edhè mârrë kam gúr e shkam E pershkue jam nper kto rrmore","gegë"
"E lundra t’jueja mbushe me rob qe bani","toskë"
"fitues Ilirsi, e, porsi fjetun, shifshe","gegë"
"andrra fatosash, tuj t’perkundun deti.","toskë"
"Pse n' gjak gjinden âsht tue i lá, Zêmra nanash pse âsht tue thá","gegë"
"Dëgjohej një goditje e mbytur veglash","toskë"
"Platoni thonte: Fatkeqësitë janë të dobishme për shpirtin e njeriut aq sa janë edhe të dëmshme për jetën dhe trupin e tij. ","toskë"
"Ndërsa materializmi i tepërt dëmton shpirtin edhe pse mund ta ndihmojë jetën e përditshme dhe trupin.”","toskë"
"Shoqërohu me shokun me të cilin të bashkon vështirësia","toskë"
"dhe largoju shokut me të cilin të bashkon rehatia.”","toskë"
"Porsi retë mendimet e mia","toskë"
"Po më shtyhen ndër mend më shpesh","toskë"
"Muzgu rrjedh nga majat e pishave neper trungjet e kalbur","toskë"
"Si Shqyptarë qi kem' qillue: Se jue Shkjau âsht tue u rrethue","gegë"
"dhe pas tyre gjithnjë gjendesh ti","toskë"
"si kjo hënë që duket mes resh.","toskë"
"Se me shkue puna fort vonë Mund t' sharrojë kjo ushtrija e jonë","toskë"
"Porsi retë mendimet e mia","toskë"
"Po më shtyhen ndër mend më shpesh","toskë"
"Hëna shpejt do të zhduket dhe netët","toskë"
"do të mbeten pa të kurse ti","toskë"
"Punen Krenve m' u a diftue; Perse ndryshe, vetë po drue","gegë"
"Meso. E burimi dijes mos tdij me shterru","gegë"
"Puno. Kopshtin e mendjes gjithmon","toskë"
"Lexo. Poemat e shpirtit tan","gegë"
"Kupto. Vuejtjen njerzore tpakufi","gegë"
"Vështruan njëri-tjetrin, kur e panë që s’përgjigjesha","toskë"
"Sy Me Sy Me Ja Than Deshta","gegë"
"Veç shka, burra, vetë e dini: Pse zanát luften e kini","gegë"
"Tue kthye n' mbramjet n' shpi me gjâ, Rrugës shkon lisat m' gur tue gjuejtë","gegë"
"E m’ çapoj,gjithmonë n’ gjak zhye, S’ po i lên dritë me pa me sy","gegë"
"Ka ra rrezja nder bajama!","gegë"
"T’ bin e vet kshtu e pvetë e ama:","gegë"
"- C’ke, moj bi, qi kjan e fshan?","gegë"
"Kjan e fshan, e vetllat vran? -","gegë"
"- Kjava shum, mori lum nana,","gegë"
"Tuj qindisë e m’ ra gjylpana;","gegë"
"Po të jetë ashtu, është e pamundur. Këto vegla s’bëjnë për atë gjë.","toskë"
"Jo qi tham un me mend t' mija. Se edhè atý po t' ndollte ushtrija","gegë"
"M’ ra gjylpana nen balkue,","gegë"
"E jam ulë tash me e kerkue. -","gegë"
"- Po cka kje qi lodt t’ i xori?","gegë"
"Ku kje dhima, a ku kje zori?","gegë"
"A por, drue, mos m’je harlisë,","gegë"
"Qysh se kjan – o tuj qindisë.","gegë"
"Pasha nanen nuk mund t’ bari,","gegë"
"Qi të me ndezet bija zhari!","gegë"
"Msue ké kênë me dalë n' ushtrí, Me lidhë varrët e djelmve t' ue, Me u dhânë zêmer, me i trimnue","gegë"
"Mos t' lshojë zêmra, pra, as n' ditë t' sotit Ke thânë paska kênë prej Zotit","gegë"
"Me rruga t’drejta hijeshue, me shpija","gegë"
"t’nalta si sukat qe t’shikojne me smire;","gegë"
"me ndertesa t’ushtrimeve ku femija","toskë"
"Thue se 'imend edhé atà vetë I' n tue e diejt, po, qêjt e shkretë","gegë"
"Asokohe, anijet legjendare me rrotë dhe që ushqeheshin me dru","toskë"
"pothuajse qenë zhdukur, edhe ato të pakta që kishin mbetur në lundrim","toskë"
"nuk kishin as pianolë, as kamare për muaj mjalti dhe mezi çanin kundër","toskë"
"O moj Shqypni, e mjera Shqypni,","gegë"
"Kush te ka qitë me krye n'hi?","gegë"
"Ti ke pas kenë një zojë e randë,","gegë"
"Burrat e dheut të thirrshin nanë","gegë"
"Listat e diftongjeve indoevropiane dhe latine, me gjithë ndryshimet e tyre, i shtiheshin në gjumë.","toskë"
"Sesa Nisim Nji Pune T`re","gegë"
"Pushka e topi ishte tue vlue, E kann pá atà edhè kundrue","gegë"
"Me 'i kubure t' pa kandak, Njanit sý verbue, krejt mbetë","gegë"
"E t' ká mârrë gjâmë vrrini e bjeshka, M' kupë të qiellës ushtue ká vrrima","gegë"
"U ul përsëri në tryezën e punës, ku kishte hapur gjithfarë leksionesh.","toskë"
"Do t’ a dije e zeza nanë,","gegë"
"Pse ti vetllat shpesh m’ i vranë;","gegë"
"Pse c’ kah mot, moj, buza s’ t’ qeshet","gegë"
"E n’ argtime zemra s’ t’ ndeshet. -","toskë"
"- Nuk a’ gja, moj nanë s’ a’ gja;","gegë"
"Prej t' kobshmit trishtim qi ká, N' shpi gjithshkafja i duket Shkjá;","gegë"
"Emnin e kandshem m’i a ndie kot prita","gegë"
"Njasajë qi n’ kobe do t’ m’ ishte drita:","gegë"
"Kuej nuk i dhimem, askush s’ m’ kujton,","gegë"
"Sado qi zemra vec gjak m’ pikon.","gegë"
"Ma hiqni atë mbrëmje me atë grua, – ulërita.","toskë"
"Kur bâjn hapin me shpejtue ! Randë me çakla ngarkue çikat","gegë"
"Me burra trima, me gra të dlira;","gegë"
"Ti ndër gjith shoqet ke kenë ma e mira.","gegë"
"Kur kriste pushka si me shkrep moti,","toskë"
"Zogu i shqyptarit gjithmonë i zoti","gegë"
